연도,도시,품목코드,대분류_품목,대분류_물가지수,중분류_품목,중분류_물가지수
2012,인천광역시,08,통신,105.34,전화 및 팩스 서비스,106.922
2012,인천광역시,09,오락 및 문화,98.375,"음향, 영상, 사진 및 정보처리 장비",133.458
2012,인천광역시,09,오락 및 문화,98.375,기타 오락 및 문화용 주요 내구재,101.845
2012,인천광역시,09,오락 및 문화,98.375,"기타 오락용품, 조경용품 및 애완동물",89.02
2012,인천광역시,09,오락 및 문화,98.375,오락 및 문화 서비스,91.551
2012,인천광역시,09,오락 및 문화,98.375,"신문, 서적 및 문방구",89.078
2012,인천광역시,09,오락 및 문화,98.375,단체여행,108.87
2012,인천광역시,10,교육,95.477,유치원 및 초등교육,158.201
2012,인천광역시,10,교육,95.477,고등교육,102.486
2012,인천광역시,10,교육,95.477,기타교육,85.694
2012,인천광역시,11,음식 및 숙박,83.579,음식 서비스,83.553
2012,인천광역시,11,음식 및 숙박,83.579,숙박 서비스,84.528
2012,인천광역시,12,기타 상품 및 서비스,84.625,용품 및 미용 서비스,87.779
2012,인천광역시,12,기타 상품 및 서비스,84.625, 개인용품,77.39
2012,인천광역시,12,기타 상품 및 서비스,84.625,기타서비스,85.72
2012,전국,01,식료품 및 비주류음료,85.626,식료품,85.211
2012,전국,01,식료품 및 비주류음료,85.626,비주류 음료,92.448
2012,전국,02,주류 및 담배,63.402,주류,85.438
2012,전국,02,주류 및 담배,63.402,담배,56.355
2012,전국,03,의류 및 신발,87.862,의류,87.594
2012,전국,03,의류 및 신발,87.862,신발,89.491
2012,전국,04,"주택, 수도, 전기 및 연료",91.499,주택임차료,89.014
2012,전국,04,"주택, 수도, 전기 및 연료",91.499,주거시설 유지 · 보수,77.716
2012,전국,04,"주택, 수도, 전기 및 연료",91.499,수도 및 주거관련 서비스,71.649
2012,전국,04,"주택, 수도, 전기 및 연료",91.499,"전기, 가스 및 기타연료",119.674
2012,전국,05,가정용품 및 가사 서비스,88.743,"가구, 가사비품 및 카페트",80.386
2012,전국,05,가정용품 및 가사 서비스,88.743,가정용 섬유제품,93.807
2012,전국,05,가정용품 및 가사 서비스,88.743,가정용 기기,91.286
2012,전국,05,가정용품 및 가사 서비스,88.743,주방용품 및 가정용품,89.41
2012,전국,05,가정용품 및 가사 서비스,88.743,가정 · 정원용 공구 및 장비,94.705
2012,전국,05,가정용품 및 가사 서비스,88.743,일상 생활용품 및 가사 서비스,89.26
2012,전국,06,보건,94.106,의료용품 및 장비,96.732
2012,전국,06,보건,94.106,외래환자 서비스,91.45
2012,전국,06,보건,94.106,병원 서비스,95.923
2012,전국,07,교통,110.852,운송장비,100.082
2012,전국,07,교통,110.852,개인운송장비 운영,131.377
2012,전국,07,교통,110.852,운송 서비스,84.066
2012,전국,08,통신,105.419,우편서비스,74.34
2012,전국,08,통신,105.419,전화 및 팩스장비,108.95
2012,전국,08,통신,105.419,전화 및 팩스 서비스,106.877
2012,전국,09,오락 및 문화,97.964,"음향, 영상, 사진 및 정보처리 장비",132.024
2012,전국,09,오락 및 문화,97.964,기타 오락 및 문화용 주요 내구재,100.919
2012,전국,09,오락 및 문화,97.964,"기타 오락용품, 조경용품 및 애완동물",91.148
2012,전국,09,오락 및 문화,97.964,오락 및 문화 서비스,89.969
2012,전국,09,오락 및 문화,97.964,"신문, 서적 및 문방구",88.294
2012,전국,09,오락 및 문화,97.964,단체여행,108.837
2012,전국,10,교육,93.406,유치원 및 초등교육,119.659
2012,전국,10,교육,93.406,고등교육,103.036
2012,전국,10,교육,93.406,기타교육,84.412
2012,전국,11,음식 및 숙박,85.342,음식 서비스,85.402
2012,전국,11,음식 및 숙박,85.342,숙박 서비스,83.844
2012,전국,12,기타 상품 및 서비스,84.908,용품 및 미용 서비스,89.844
2012,전국,12,기타 상품 및 서비스,84.908, 개인용품,76.972
2012,전국,12,기타 상품 및 서비스,84.908,기타서비스,83.878
2012,전라남도,01,식료품 및 비주류음료,83.926,식료품,83.437
2012,전라남도,01,식료품 및 비주류음료,83.926,비주류 음료,93.772
2012,전라남도,02,주류 및 담배,63.583,주류,87.944
2012,전라남도,02,주류 및 담배,63.583,담배,56.391
2012,전라남도,03,의류 및 신발,88.474,의류,88.223
2012,전라남도,03,의류 및 신발,88.474,신발,90.054
2012,전라남도,04,"주택, 수도, 전기 및 연료",95.973,주택임차료,93.129
2012,전라남도,04,"주택, 수도, 전기 및 연료",95.973,주거시설 유지 · 보수,79.923
2012,전라남도,04,"주택, 수도, 전기 및 연료",95.973,수도 및 주거관련 서비스,67.908
2012,전라남도,04,"주택, 수도, 전기 및 연료",95.973,"전기, 가스 및 기타연료",123.438
2012,전라남도,05,가정용품 및 가사 서비스,89.603,"가구, 가사비품 및 카페트",79.556
2012,전라남도,05,가정용품 및 가사 서비스,89.603,가정용 섬유제품,93.452
2012,전라남도,05,가정용품 및 가사 서비스,89.603,가정용 기기,92.634
2012,전라남도,05,가정용품 및 가사 서비스,89.603,주방용품 및 가정용품,91.261
2012,전라남도,05,가정용품 및 가사 서비스,89.603,가정 · 정원용 공구 및 장비,95.463
2012,전라남도,05,가정용품 및 가사 서비스,89.603,일상 생활용품 및 가사 서비스,92.014
2012,전라남도,06,보건,95.244,의료용품 및 장비,97.619
2012,전라남도,06,보건,95.244,외래환자 서비스,93.367
2012,전라남도,06,보건,95.244,병원 서비스,95.69
2012,전라남도,07,교통,113.25,운송장비,100.144
2012,전라남도,07,교통,113.25,개인운송장비 운영,130.946
2012,전라남도,07,교통,113.25,운송 서비스,80.556
2012,전라남도,08,통신,105.446,우편서비스,74.34
2012,전라남도,08,통신,105.446,전화 및 팩스장비,109.892
2012,전라남도,08,통신,105.446,전화 및 팩스 서비스,106.872
2012,전라남도,09,오락 및 문화,98.876,"음향, 영상, 사진 및 정보처리 장비",142.458
2012,전라남도,09,오락 및 문화,98.876,기타 오락 및 문화용 주요 내구재,97.12
2012,전라남도,09,오락 및 문화,98.876,"기타 오락용품, 조경용품 및 애완동물",89.142
2012,전라남도,09,오락 및 문화,98.876,오락 및 문화 서비스,90.093
2012,전라남도,09,오락 및 문화,98.876,"신문, 서적 및 문방구",88.44
2012,전라남도,09,오락 및 문화,98.876,단체여행,108.825
2012,전라남도,10,교육,94.186,유치원 및 초등교육,183.056
2012,전라남도,10,교육,94.186,고등교육,104.061
2012,전라남도,10,교육,94.186,기타교육,82.716
2012,전라남도,11,음식 및 숙박,86.337,음식 서비스,86.637
2012,전라남도,11,음식 및 숙박,86.337,숙박 서비스,80.318
2012,전라남도,12,기타 상품 및 서비스,82.72,용품 및 미용 서비스,88.799
2012,전라남도,12,기타 상품 및 서비스,82.72, 개인용품,77.535
2012,전라남도,12,기타 상품 및 서비스,82.72,기타서비스,78.715
2012,전라북도,01,식료품 및 비주류음료,84.277,식료품,83.991
2012,전라북도,01,식료품 및 비주류음료,84.277,비주류 음료,89.739
2012,전라북도,02,주류 및 담배,64.432,주류,85.504
2012,전라북도,02,주류 및 담배,64.432,담배,56.394
2012,전라북도,03,의류 및 신발,88.838,의류,88.672
2012,전라북도,03,의류 및 신발,88.838,신발,90.454
2012,전라북도,04,"주택, 수도, 전기 및 연료",95.14,주택임차료,95.487
2012,전라북도,04,"주택, 수도, 전기 및 연료",95.14,주거시설 유지 · 보수,79.21
2012,전라북도,04,"주택, 수도, 전기 및 연료",95.14,수도 및 주거관련 서비스,67.248
2012,전라북도,04,"주택, 수도, 전기 및 연료",95.14,"전기, 가스 및 기타연료",120.76
2012,전라북도,05,가정용품 및 가사 서비스,89.989,"가구, 가사비품 및 카페트",80.235
